"x","y"
-145.51,-113.94
-137.71,-2.5959
-132.52,-31.984
-129.4,-40.637
-123.69,-52.229
-107.58,-63.494
-73.818,-74.759
-47.844,-82.922
-32.779,-87.167
-19.273,-90.922
-1.6104,-94.841
 16.052,-98.596
 34.753,-102.84
 55.013,-106.27
 78.39,-109.53
 103.32,-112.15
 126.7,-114.27
 151.64,-115.74
 183.84,-116.23
 270.6,-116.56
 454.49,-117.53
