"x","y"
-145.51,-113.94
-137.71,-2.5959
-132.52,-31.984
-129.4,-40.637
-124.73,-52.229
-109.14,-63.494
-75.896,-75.249
-44.208,-86.188
-29.143,-90.596
-14.597,-94.024
 0.46753,-97.78
 15.013,-101.37
 35.792,-105.29
 58.13,-108.72
 83.584,-112.15
 107.48,-114.43
 132.94,-115.9
 176.05,-116.39
 354.75,-116.88
