"x","y"
-145.94, 36.995
-140.64, 156.13
-130.56, 113.75
-127.9, 105.75
-123.13, 100.78
-111.46, 96.67
-87.586, 94.508
-62.653, 91.481
-34.005, 86.724
-5.3581, 81.535
 18.515, 76.13
 41.326, 70.941
 64.668, 65.751
 89.602, 60.562
 117.19, 55.157
 147.96, 49.751
 178.2, 46.508
 211.09, 43.265
 245.57, 40.454
 280.58, 38.941
 324.62, 37.859
 357.51, 37.643
