"x","y"
-145.51,-113.94
-137.71,-2.5959
-132.52,-31.984
-129.4,-40.637
-122.13,-52.555
-103.95,-63.494
-69.143,-73.616
-52,-78.678
-30.701,-85.045
-14.597,-89.127
 2.026,-93.371
 18.13,-96.963
 37.87,-101.04
 59.169,-104.47
 84.623,-107.41
 112.68,-109.53
 141.77,-110.84
 171.38,-110.84
 203.06,-111.66
 234.23,-112.31
 424.36,-115.25
 605.66,-111.49
 278.39,-112.47
 634.75,-113.29
