"x","y"
-145.51,-113.94
-137.71,-2.5959
-132.52,-31.984
-129.4,-40.637
-122.13,-52.555
-103.95,-63.494
-69.143,-73.616
-52,-78.678
-30.701,-85.045
-14.597,-89.127
 2.026,-93.371
 18.13,-96.963
 37.87,-101.04
 58.13,-104.64
 82.026,-107.9
 106.44,-110.84
 132.42,-112.64
 157.35,-113.94
 185.4,-114.92
 218.65,-115.41
 424.36,-115.25
 605.66,-111.49
