"amplitude","duration"
 1.18084266845703087e+03, 1.00000000000000002e-02
 1.10126785400390645e+03, 1.07226722201032316e-02
 1.02704838623046862e+03, 1.14975699539773563e-02
 9.57846032714843659e+02, 1.23284673944206585e-02
 8.93288737792968732e+02, 1.32194114846602880e-02
 8.33094641113281114e+02, 1.41747416292680554e-02
 7.76959333496093677e+02, 1.51991108295293394e-02
 7.24600954589843695e+02, 1.62975083462064442e-02
 6.75771467285156177e+02, 1.74752840000768385e-02
 6.30234108886718786e+02, 1.87381742286038405e-02
 5.87774665527343814e+02, 2.00923300256504699e-02
 5.48167648925781350e+02, 2.15443469003188462e-02
 5.11232668457031195e+02, 2.31012970008316054e-02
 4.76778059082031177e+02, 2.47707635599171139e-02
 4.44657253417968718e+02, 2.65608778294668668e-02
 4.14701135253906273e+02, 2.84803586843580189e-02
 3.86763137207031264e+02, 3.05385550883341544e-02
 3.60707966308593768e+02, 3.27454916287772818e-02
 3.36400329589843693e+02, 3.51119173421513067e-02
 3.13738757324218682e+02, 3.76493580679246737e-02
 2.92610505371093780e+02, 4.03701725859655358e-02
 2.72891555175781264e+02, 4.32876128108305724e-02
 2.54514260253906201e+02, 4.64158883361277946e-02
 2.37365876464843723e+02, 4.97702356433211146e-02
 2.21378757324218725e+02, 5.33669923120630996e-02
 2.06473981933593734e+02, 5.72236765935021721e-02
 1.92572629394531276e+02, 6.13590727341317282e-02
 1.79607053222656248e+02, 6.57933224657568233e-02
 1.67509606933593773e+02, 7.05480231071864555e-02
 1.56235192871093716e+02, 7.56463327554629111e-02
 1.45716164550781258e+02, 8.11130830789687229e-02
 1.35907424316406264e+02, 8.69749002617783429e-02
 1.26763874511718768e+02, 9.32603346883219969e-02
 1.18229143066406237e+02, 1.00000000000000006e-01
 1.10280681152343732e+02, 1.07226722201032312e-01
 1.02862116699218745e+02, 1.14975699539773560e-01
 9.59396264648437693e+01, 1.23284673944206585e-01
 8.94906616210937500e+01, 1.32194114846602928e-01
 8.34701245117187796e+01, 1.41747416292680561e-01
 7.78554663085937477e+01, 1.51991108295293387e-01
 7.26241381835937574e+01, 1.62975083462064435e-01
 6.77423168945312568e+01, 1.74752840000768378e-01
 6.31987280273437548e+01, 1.87381742286038405e-01
 5.89482739257812511e+01, 2.00923300256504678e-01
 5.49909545898437457e+01, 2.15443469003188448e-01
 5.13042211914062491e+01, 2.31012970008316054e-01
 4.78655249023437577e+01, 2.47707635599171139e-01
 4.46523168945312463e+01, 2.65608778294668668e-01
 4.16533227539062594e+01, 2.84803586843580203e-01
 3.88685424804687543e+01, 3.05385550883341572e-01
 3.62641528320312503e+01, 3.27454916287772846e-01
 3.38401538085937474e+01, 3.51119173421513109e-01
 3.15739965820312491e+01, 3.76493580679246764e-01
 2.94656811523437483e+01, 4.03701725859655580e-01
 2.74926586914062483e+01, 4.32876128108305946e-01
 2.56549291992187491e+01, 4.64158883361277974e-01
 2.39412182617187526e+01, 4.97702356433211146e-01
 2.23515258789062514e+01, 5.33669923120630996e-01
 2.08633032226562563e+01, 5.72236765935021707e-01
 1.94765502929687457e+01, 6.13590727341317255e-01
 1.81799926757812500e+01, 6.57933224657568205e-01
 1.69736303710937477e+01, 7.05480231071864528e-01
 1.58461889648437513e+01, 7.56463327554629084e-01
 1.47976684570312500e+01, 8.11130830789687285e-01
 1.38167944335937491e+01, 8.69749002617783429e-01
 1.29035668945312487e+01, 9.32603346883219886e-01
 1.20467114257812504e+01, 1.00000000000000000e+00
 1.12575024414062490e+01, 1.07226722201032310e+00
 1.05133911132812479e+01, 1.14975699539773557e+00
 9.82565185546874886e+00, 1.23284673944206591e+00
 9.18301025390625014e+00, 1.32194114846602861e+00
 8.58546630859375171e+00, 1.41747416292680484e+00
 8.02174560546874815e+00, 1.51991108295293320e+00
 7.50312255859374932e+00, 1.62975083462064507e+00
 7.01832275390624982e+00, 1.74752840000768472e+00
 6.56734619140625053e+00, 1.87381742286038500e+00
 6.15019287109374968e+00, 2.00923300256504778e+00
 5.75558837890625075e+00, 2.15443469003188426e+00
 5.38353271484375018e+00, 2.31012970008316021e+00
 5.04530029296874982e+00, 2.47707635599171150e+00
 4.72961669921874961e+00, 2.65608778294668690e+00
 4.43648193359374954e+00, 2.84803586843580181e+00
 4.15462158203124954e+00, 3.05385550883341539e+00
 3.89531005859374968e+00, 3.27454916287772857e+00
 3.65854736328124996e+00, 3.51119173421513109e+00
 3.44433349609374950e+00, 3.76493580679246742e+00
 3.23011962890624993e+00, 4.03701725859655358e+00
 3.04972900390624968e+00, 4.32876128108305736e+00
 2.86933837890625032e+00, 4.64158883361278196e+00
 2.71149658203125021e+00, 4.97702356433211346e+00
 2.55365478515625011e+00, 5.33669923120631307e+00
 2.41836181640625014e+00, 5.72236765935021996e+00
 2.29434326171875025e+00, 6.13590727341317610e+00
 2.18159912109374954e+00, 6.57933224657568250e+00
 2.08012939453124979e+00, 7.05480231071864505e+00
 1.98993408203124966e+00, 7.56463327554629039e+00
 1.92228759765624968e+00, 8.11130830789687174e+00
 1.86591552734374977e+00, 8.69749002617783518e+00
 1.83209228515625000e+00, 9.32603346883219864e+00
 1.82081787109374993e+00, 1.00000000000000000e+01
