"amplitude","duration"
 4.57469853271484499e+03, 1.00000000000000002e-02
 4.26640217041015785e+03, 1.07226722201032316e-02
 3.97888564697265656e+03, 1.14975699539773563e-02
 3.71075608154296924e+03, 1.23284673944206585e-02
 3.46068537841796933e+03, 1.32194114846602880e-02
 3.22747501220703134e+03, 1.41747416292680554e-02
 3.00997504638671899e+03, 1.51991108295293394e-02
 2.80713272216796804e+03, 1.62975083462064442e-02
 2.61797626220703160e+03, 1.74752840000768385e-02
 2.44155008544921884e+03, 1.87381742286038405e-02
 2.27702818115234413e+03, 2.00923300256504699e-02
 2.12358453857421910e+03, 2.15443469003188462e-02
 1.98049032470703150e+03, 2.31012970008316054e-02
 1.84703290283203160e+03, 2.47707635599171139e-02
 1.72258061767578147e+03, 2.65608778294668668e-02
 1.60650181396484368e+03, 2.84803586843580189e-02
 1.49826201416015647e+03, 3.05385550883341544e-02
 1.39731054443359380e+03, 3.27454916287772818e-02
 1.30316151611328132e+03, 3.51119173421513067e-02
 1.21536143310546868e+03, 3.76493580679246737e-02
 1.13347299560546890e+03, 4.03701725859655358e-02
 1.05710749267578149e+03, 4.32876128108305724e-02
 9.85876213378906414e+02, 4.64158883361277946e-02
 9.19471428222656186e+02, 4.97702356433211146e-02
 8.57520622558593914e+02, 5.33669923120630996e-02
 7.99748459472656123e+02, 5.72236765935021721e-02
 7.45879602050781386e+02, 6.13590727341317282e-02
 6.95638713378906232e+02, 6.57933224657568233e-02
 6.48782849121093705e+02, 7.05480231071864555e-02
 6.05085261230468632e+02, 7.56463327554629111e-02
 5.64335397949218759e+02, 8.11130830789687229e-02
 5.26322707519531377e+02, 8.69749002617783429e-02
 4.90869030761718818e+02, 9.32603346883219969e-02
 4.57812404785156218e+02, 1.00000000000000006e-01
 4.26990866699218827e+02, 1.07226722201032312e-01
 3.98242453613281327e+02, 1.14975699539773560e-01
 3.71437595214843782e+02, 1.23284673944206585e-01
 3.46430524902343791e+02, 1.32194114846602928e-01
 3.23107868652343768e+02, 1.41747416292680561e-01
 3.01356252441406241e+02, 1.51991108295293387e-01
 2.81078498535156314e+02, 1.62975083462064435e-01
 2.62161232910156286e+02, 1.74752840000768378e-01
 2.44523474121093784e+02, 1.87381742286038405e-01
 2.28068044433593741e+02, 2.00923300256504678e-01
 2.12730158691406245e+02, 2.15443469003188448e-01
 1.98412639160156260e+02, 2.31012970008316054e-01
 1.85083093261718773e+02, 2.47707635599171139e-01
 1.72628146972656282e+02, 2.65608778294668668e-01
 1.61031604003906239e+02, 2.84803586843580203e-01
 1.50212482910156240e+02, 3.05385550883341572e-01
 1.40105998535156260e+02, 3.27454916287772846e-01
 1.30695954589843751e+02, 3.51119173421513109e-01
 1.21917565917968759e+02, 3.76493580679246764e-01
 1.13738439941406241e+02, 4.03701725859655580e-01
 1.06093791503906260e+02, 4.32876128108305946e-01
 9.89836206054687722e+01, 4.64158883361277974e-01
 9.23431420898437523e+01, 4.97702356433211146e-01
 8.61399633789062591e+01, 5.33669923120630996e-01
 8.03740844726562500e+01, 5.72236765935021707e-01
 7.49807202148437568e+01, 6.13590727341317255e-01
 6.99598706054687653e+01, 6.57933224657568205e-01
 6.52791430664062489e+01, 7.05480231071864528e-01
 6.09061450195312517e+01, 7.56463327554629084e-01
 5.68408764648437455e+01, 8.11130830789687285e-01
 5.30347485351562540e+01, 8.69749002617783429e-01
 4.95039575195312551e+01, 9.32603346883219886e-01
 4.61999145507812443e+01, 1.00000000000000000e+00
 4.31226196289062571e+01, 1.07226722201032310e+00
 4.02396801757812455e+01, 1.14975699539773557e+00
 3.75672924804687511e+01, 1.23284673944206591e+00
 3.50730639648437545e+01, 1.32194114846602861e+00
 3.27407983398437494e+01, 1.41747416292680484e+00
 3.05704956054687536e+01, 1.51991108295293320e+00
 2.85297631835937473e+01, 1.62975083462064507e+00
 2.66509936523437538e+01, 1.74752840000768472e+00
 2.48855981445312509e+01, 1.87381742286038500e+00
 2.32497729492187517e+01, 2.00923300256504778e+00
 2.17111254882812510e+01, 2.15443469003188426e+00
 2.02858520507812514e+01, 2.31012970008316021e+00
 1.89577563476562467e+01, 2.47707635599171150e+00
 1.77106420898437555e+01, 2.65608778294668690e+00
 1.65607055664062521e+01, 2.84803586843580181e+00
 1.54755541992187524e+01, 3.05385550883341539e+00
 1.44713842773437484e+01, 3.27454916287772857e+00
 1.35481958007812509e+01, 3.51119173421513109e+00
 1.26735961914062507e+01, 3.76493580679246742e+00
 1.18637817382812507e+01, 4.03701725859655358e+00
 1.11025561523437482e+01, 4.32876128108305736e+00
 1.04061157226562528e+01, 4.64158883361278196e+00
 9.74206787109374872e+00, 4.97702356433211346e+00
 9.14280517578125185e+00, 5.33669923120631307e+00
 8.57593505859374972e+00, 5.72236765935021996e+00
 8.05765380859374858e+00, 6.13590727341317610e+00
 7.58796142578125021e+00, 6.57933224657568250e+00
 7.13446533203124922e+00, 7.05480231071864505e+00
 6.74575439453125014e+00, 7.56463327554629039e+00
 6.38943603515624936e+00, 8.11130830789687174e+00
 6.06551025390625043e+00, 8.69749002617783518e+00
 5.82256591796875078e+00, 9.32603346883219864e+00
 5.69299560546875050e+00, 1.00000000000000000e+01
