"amplitude","duration"
 9.46591186523437500e+02, 1.00000000000000002e-02
 8.88995361328125000e+02, 1.06478597782334906e-02
 8.34906005859375000e+02, 1.13376917856922617e-02
 7.84103393554687500e+02, 1.20722152342880879e-02
 7.36404418945312500e+02, 1.28543255027353722e-02
 6.91598510742187500e+02, 1.36871055496897032e-02
 6.49520874023437500e+02, 1.45738380662977385e-02
 6.10006713867187500e+02, 1.55180184160619832e-02
 5.72891235351562500e+02, 1.65233684130273069e-02
 5.38037109375000000e+02, 1.75938509926007215e-02
 5.05307006835937500e+02, 1.87336858328346692e-02
 4.74563598632812500e+02, 1.99473659877502825e-02
 4.45687866210937500e+02, 2.12396755982669008e-02
 4.18579101562500000e+02, 2.26157087505513485e-02
 3.93109130859375000e+02, 2.40808895561239016e-02
 3.69195556640625000e+02, 2.56409935328734614e-02
 3.46737670898437500e+02, 2.73021703712628509e-02
 3.25643920898437500e+02, 2.90709681754647842e-02
 3.05831909179687500e+02, 3.09543592749837344e-02
 2.87228393554687500e+02, 3.29597677085088081e-02
 2.69760131835937500e+02, 3.50950984883350164e-02
 2.53353881835937500e+02, 3.73687687607085414e-02
 2.37936401367187500e+02, 3.97897409849256797e-02
 2.23461914062500000e+02, 4.23675582619718813e-02
 2.09875488281250000e+02, 4.51123819519614402e-02
 1.97103881835937500e+02, 4.80350317286596662e-02
 1.85119628906250000e+02, 5.11470282289765085e-02
 1.73858642578125000e+02, 5.44606384655492159e-02
 1.63284301757812500e+02, 5.79889241814237136e-02
 1.53350830078125000e+02, 6.17457933374413043e-02
 1.44030761718750000e+02, 6.57460549352858747e-02
 1.35269165039062500e+02, 7.00054773922959839e-02
 1.27047729492187500e+02, 7.45408506981462826e-02
 1.19320678710937500e+02, 7.93700525984099986e-02
 1.12069702148437500e+02, 8.45121190658886384e-02
 1.05258178710937500e+02, 8.99873193374955277e-02
 9.88586425781250000e+01, 9.58172358124771417e-02
 9.28436279296875000e+01, 1.02024849126918948e-01
 8.72039794921875000e+01, 1.08634628739886052e-01
 8.19030761718750000e+01, 1.15672629388276077e-01
 7.69226074218750000e+01, 1.23166593790593470e-01
 7.22534179687500000e+01, 1.31146062004488306e-01
 6.78588867187500000e+01, 1.39642487869130638e-01
 6.37390136718750000e+01, 1.48689362991417495e-01
 5.98663330078125000e+01, 1.58322348764747378e-01
 5.62316894531250000e+01, 1.68579416940760840e-01
 5.28167724609375000e+01, 1.79500999308158160e-01
 4.96032714843750000e+01, 1.91130147068605510e-01
 4.65911865234375000e+01, 2.03512700537965607e-01
 4.37622070312500000e+01, 2.16697469841788254e-01
 4.11071777343750000e+01, 2.30736427317334208e-01
 3.86169433593750000e+01, 2.45684912380553927e-01
 3.62731933593750000e+01, 2.61601849665571928e-01
 3.40759277343750000e+01, 2.78549981296552784e-01
 3.20068359375000000e+01, 2.96596114207525685e-01
 3.00659179687500000e+01, 3.15811383485065988e-01
 2.82440185546875000e+01, 3.36271532771890647e-01
 2.65319824218750000e+01, 3.58057212836674132e-01
 2.49206542968750000e+01, 3.81254299487001069e-01
 2.34100341796875000e+01, 4.05954232078622412e-01
 2.19909667968750000e+01, 4.32254373955362980e-01
 2.06634521484375000e+01, 4.60258396240480760e-01
 1.94091796875000000e+01, 4.90076686492326719e-01
 1.82373046875000000e+01, 5.21826783835159236e-01
 1.71386718750000000e+01, 5.55633842280333412e-01
 1.61041259765625000e+01, 5.91631124064209368e-01
 1.51245117187500000e+01, 6.29960524947436595e-01
 1.42181396484375000e+01, 6.70773133546266553e-01
 1.33575439453125000e+01, 7.14229826900693365e-01
 1.25518798828125000e+01, 7.60501904627056580e-01
 1.17919921875000000e+01, 8.09771764154839757e-01
 1.10870361328125000e+01, 8.62233619709349419e-01
 1.04187011718750000e+01, 9.18094267874385750e-01
 9.78698730468750000e+00, 9.77573902752639667e-01
 9.20104980468750000e+00, 1.04090698393705750e+00
 8.65173339843750000e+00, 1.10834316071457284e+00
 8.12988281250000000e+00, 1.18014825614528784e+00
 7.64465332031250000e+00, 1.25660531489618044e+00
 7.18688964843750000e+00, 1.33801571895974702e+00
 6.75659179687500000e+00, 1.42470037565556695e+00
 6.35375976562500000e+00, 1.51700098259770577e+00
 5.96923828125000000e+00, 1.61528137461427934e+00
 5.61218261718750000e+00, 1.71992895792850886e+00
 5.28259277343750000e+00, 1.83135623725460106e+00
 4.97131347656250000e+00, 1.95000244182802973e+00
 4.66918945312500000e+00, 2.07633525677977904e+00
 4.39453125000000000e+00, 2.21085266667935176e+00
 4.13818359375000000e+00, 2.35408491851353219e+00
 3.89099121093750000e+00, 2.50659661183863047e+00
 3.66210937500000000e+00, 2.66898892434528978e+00
 3.45153808593750000e+00, 2.84190198160868812e+00
 3.25012207031250000e+00, 3.02601738036532319e+00
 3.05786132812500000e+00, 3.22206087526273999e+00
 2.87475585937500000e+00, 3.43080523967299245e+00
 2.70996093750000000e+00, 3.65307331184667694e+00
 2.55432128906250000e+00, 3.88974123841504404e+00
 2.40783691406250000e+00, 4.14174192802556718e+00
 2.27050781250000000e+00, 4.41006872872467071e+00
 2.14233398437500000e+00, 4.69577934358327287e+00
 2.01416015625000000e+00, 5.00000000000000089e+00
