"amplitude","duration"
 3.96172567871093815e+03, 1.00000000000000002e-02
 3.72069250488281250e+03, 1.06478597782334906e-02
 3.49432507080078221e+03, 1.13376917856922617e-02
 3.28173258056640634e+03, 1.20722152342880879e-02
 3.08208092529296937e+03, 1.28543255027353722e-02
 2.89456838867187525e+03, 1.36871055496897032e-02
 2.71846613769531268e+03, 1.45738380662977385e-02
 2.55308583007812558e+03, 1.55180184160619832e-02
 2.39775531982421899e+03, 1.65233684130273069e-02
 2.25188344238281297e+03, 1.75938509926007215e-02
 2.11488713134765612e+03, 1.87336858328346692e-02
 1.98623190917968759e+03, 1.99473659877502825e-02
 1.86539139648437504e+03, 2.12396755982669008e-02
 1.75191209716796857e+03, 2.26157087505513485e-02
 1.64533241699218752e+03, 2.40808895561239016e-02
 1.54523935058593770e+03, 2.56409935328734614e-02
 1.45124418701171862e+03, 2.73021703712628509e-02
 1.36295821533203161e+03, 2.90709681754647842e-02
 1.28004941162109390e+03, 3.09543592749837344e-02
 1.20218575195312496e+03, 3.29597677085088081e-02
 1.12905140869140632e+03, 3.50950984883350164e-02
 1.06037914306640641e+03, 3.73687687607085414e-02
 9.95877421875000095e+02, 3.97897409849256797e-02
 9.35303300781250073e+02, 4.23675582619718813e-02
 8.78413835449218823e+02, 4.51123819519614402e-02
 8.24982277832031286e+02, 4.80350317286596662e-02
 7.74806174316406441e+02, 5.11470282289765085e-02
 7.27683071289062582e+02, 5.44606384655492159e-02
 6.83426711425781377e+02, 5.79889241814237136e-02
 6.41858935546875045e+02, 6.17457933374413043e-02
 6.02825878906249955e+02, 6.57460549352858747e-02
 5.66165578613281468e+02, 7.00054773922959839e-02
 5.31732268066406277e+02, 7.45408506981462826e-02
 4.99396376953124957e+02, 7.93700525984099986e-02
 4.69036433105468745e+02, 8.45121190658886384e-02
 4.40514768066406305e+02, 8.99873193374955277e-02
 4.13726105957031223e+02, 9.58172358124771417e-02
 3.88573269042968832e+02, 1.02024849126918948e-01
 3.64950981445312493e+02, 1.08634628739886052e-01
 3.42770163574218827e+02, 1.15672629388276077e-01
 3.21933637695312484e+02, 1.23166593790593470e-01
 3.02360422363281259e+02, 1.31146062004488306e-01
 2.83985732421875070e+02, 1.39642487869130638e-01
 2.66728586425781259e+02, 1.48689362991417495e-01
 2.50516101074218739e+02, 1.58322348764747378e-01
 2.35291589355468773e+02, 1.68579416940760840e-01
 2.20998364257812511e+02, 1.79500999308158160e-01
 2.07571640624999986e+02, 1.91130147068605510e-01
 1.94962829589843778e+02, 2.03512700537965607e-01
 1.83123342285156269e+02, 2.16697469841788254e-01
 1.71996491699218780e+02, 2.30736427317334208e-01
 1.61549885253906268e+02, 2.45684912380553927e-01
 1.51743032226562491e+02, 2.61601849665571928e-01
 1.42535441894531289e+02, 2.78549981296552784e-01
 1.33878525390624986e+02, 2.96596114207525685e-01
 1.25756086425781248e+02, 3.15811383485065988e-01
 1.18127634277343759e+02, 3.36271532771890647e-01
 1.10960776367187520e+02, 3.58057212836674132e-01
 1.04231218261718752e+02, 3.81254299487001069e-01
 9.79065673828125114e+01, 4.05954232078622412e-01
 9.19706274414062506e+01, 4.32254373955362980e-01
 8.63991040039062739e+01, 4.60258396240480760e-01
 8.11596044921875119e+01, 4.90076686492326719e-01
 7.62440307617187472e+01, 5.21826783835159236e-01
 7.16280883789062557e+01, 5.55633842280333412e-01
 6.72874829101562568e+01, 5.91631124064209368e-01
 6.32141162109374974e+01, 6.29960524947436595e-01
 5.93917919921874997e+01, 6.70773133546266553e-01
 5.57962158203125043e+01, 7.14229826900693365e-01
 5.24273876953124969e+01, 7.60501904627056580e-01
 4.92610131835937608e+01, 8.09771764154839757e-01
 4.62808959960937543e+01, 8.62233619709349419e-01
 4.34870361328124986e+01, 9.18094267874385750e-01
 4.08632373046875088e+01, 9.77573902752639667e-01
 3.84014013671874963e+01, 1.04090698393705750e+00
 3.60853320312500045e+01, 1.10834316071457284e+00
 3.39069311523437591e+01, 1.18014825614528784e+00
 3.18661987304687493e+01, 1.25660531489618044e+00
 2.99550366210937504e+01, 1.33801571895974702e+00
 2.81491503906249960e+01, 1.42470037565556695e+00
 2.64566381835937499e+01, 1.51700098259770577e+00
 2.48694018554687517e+01, 1.61528137461427934e+00
 2.33793432617187520e+01, 1.71992895792850886e+00
 2.19783642578125011e+01, 1.83135623725460106e+00
 2.06664648437500027e+01, 1.95000244182802973e+00
 1.94274487304687504e+01, 2.07633525677977904e+00
 1.82694140625000045e+01, 2.21085266667935176e+00
 1.71842626953125048e+01, 2.35408491851353219e+00
 1.61557983398437521e+01, 2.50659661183863047e+00
 1.52002172851562527e+01, 2.66898892434528978e+00
 1.42932250976562507e+01, 2.84190198160868812e+00
 1.34510180664062524e+01, 3.02601738036532319e+00
 1.26493017578124984e+01, 3.22206087526273999e+00
 1.19042724609375021e+01, 3.43080523967299245e+00
 1.11997338867187501e+01, 3.65307331184667694e+00
 1.05437841796875027e+01, 3.88974123841504404e+00
 9.92832519531249957e+00, 4.14174192802556718e+00
 9.34525878906250185e+00, 4.41006872872467071e+00
 8.80268310546875199e+00, 4.69577934358327287e+00
 8.28440185546875085e+00, 5.00000000000000089e+00
